date,content,word_count,sentiment
2006-10-27,"i dreamed that i worked in a library and somebody had requested through interlibrary loan a front 242 cd, but for some reason they just listed it as ""242"" and i couldn't find it. La_veuve_chibi (somebody I knew from Livejournal) was there and expressed shock that the mid-hudson library system had front 242 cds.",54,0.0
2006-11-11,"I was looking at the place I would be buried, and it was all underwater. There were big fish and sea monster type creatures swimming around the graves, I thought in the dream because they liked to munch on the corpses. They made disgusting, ugly noises. Big Keith kept getting too close and almost falling in, and every time I tried to pull him back, he laughed at me for overreacting.",71,-0.05714285714285716
2006-11-26,"I told Mr Briggs i wanted to be an english teacher like him and he said that being an english teacher was stupid...not what he wanted to do. he wanted to be a backup dancer for j.lo.
in the dream i had last night, mr. briggs told me he decided to take back my high school diploma because i didn't deserve it. i didn't deserve any recognition for any academic achievements because i had kids too young and was obviously an idiot.",82,-0.0675
2007-06-11,"I have a recurring dream where I go to Kanazawa on a whim and forget to bring my host family's address and therefore cannot go visit them. It is really stressful. Then, in the dream, I often start freaking out about that 17 hr plane ride home. what if the plane crashes? And I start freaking out. And then I'm like, wait, didn't I ride here on the plane? Why don't I have any recollection of it? It is weird.",80,-0.15
2007-06-26,"I had another baby, a girl. She was taken out of me somehow without my consent or knowledge. Like I think I was busy, on a vacation or something and somehow she was removed remotely. Anyway, I named her Maggy.",40,0.0
2007-07-24,I became a Mormon. Then I looked up Jeremy Brooks (in my dream) on myspace to tell him because he is the only real-life Mormon I have ever known.,29,0.0
2008-01-12,"I went to the mall without the kids to do some shopping even though I felt uneasy about it for some reason. While I was there, there was some sort of attack or something and I pushed some button because I thought it would make it better, but it actually activated a bomb and the whole mall blew up. I was running from the fireball Hollywood-style and thinking as I ran that I should steal stuff during this crisis because that's what people do in events like this, right? They loot? I remember thinking of Hurricane katrina and I kept trying to take things as I ran--candy mostly but I kept putting it back because I felt bad about stealing.
Anyway I got out (and btw this took place in the ""mall"" but it's like ""the mall"" that is always in my dreams, not like the mall that is in real life.) and I usually walked home from the mall but in my dream I was standing with a couple other girls and they were going to take the bus, so I did too, even though I had a bad feeling about that, too. We got on and there was this guy standing in the front who was trying to be a tour guide or something but I could tell he was unstable. As I was thinking that I should get off at the next stop, he pulled out a gun and started shooting people. He hit me in my right ear twice and I fell.... tried to play dead basically and this guy in front of me covered me with something so the shooter wouldn't see me. For some reason he wanted to make sure that I specifically was dead and everybody kept telling him yes, I was. Then he (the shooter) was like ""did i really do that?"" and they stopped the bus and everybody got out. I had to run to a house nearby and I was hoping he wouldn't see me and realize I wasn't dead... I went into the house looking for help and there was a doctor there, and he kept saying there was no way I'd live, but I realized after a while that it was bullshit. I was fine. He stitched up my head (which like had this huge gash in it and he had to like, reattach parts of my skull... weird but whatever)...",403,0.0340663124754034
2008-01-18,"I was telling big Keith that I really, really wanted to see Cloverfield this weekend. He was like ""Oh, I already watched it on the internet. It was OK."" And I was all pissed, like ""I've been looking forward to seeing this movie for months and you watched it on the internet!!"" I felt really betrayed that he saw it online instead of going to see it in the theater w/ me.",72,0.2953125
2008-02-28,"Some unknown group was dropping bombs on the entire country, including Poughkeepsie. The bombs first caused fires. Then the fires turned into churches (fake ones, like from a movie set or something.) Then the churches turned to water.",38,-0.0875
2008-03-05,"Katie Holmes was staying with big Keith's parents and they lived in Amanda's old house (I dream about that house a lot). THey were unaware that she was famous. She was sick and talking on the phone to Tom Cruise about how her ""recovery"" was going... like she had come to the Hudson Valley to recover or something.",58,-0.022857142857142864
2008-03-05,"The other night I dreamed I was at a party with Paris Hilton, Nicky Hilton, Nicole Ritchie and like, Lindsay Lohan and they were all making fun of me because I was so unstylish.",34,0.0875
2008-04-13,I was eating dinner rolls with Ben Linus (from Lost),10,0.0
2008-07-15,"Sandy was somehow acquainted with Keiths friend Ruy, and she was thinking about moving to a place near Poughkeepsie but knew that if she were that close to Ruy, she would fall in love with him. And in my dream I was telling Keith about it and he was like “Ruy is a young guy who likes to party and stuff. He wouldn’t want to be with an older woman with four kids.” We were all at a lake or something and Sandy had bleached some of her hair and I remember thinking that it looked really good.",98,0.3444444444444445
2008-07-31,"A person who was a cross between Poet (from Oz) and somebody else (can't put my finger on who) wrote a book and wanted me to read it, but i left it outside and it got rained on and molded and eventually disintegrated, but there was like, a seed in the book that grew into a tree. I dug it up and i think i took it to plant somewhere else.",71,0.0
2008-10-13,"Lindsay was in it and she had flown in from oregon. Almost immediately after she got off the plane, I convinced her that we should fly to Detroit together. We got on another plane. I had one suitcase. there was nothing to do on this plane--no movies, music. nothing. not even any food. I was kicking myself for not bringing a book or anything but told myself it would be a short flight, anyway.
The plane experienced some sort of malfunction early in the flight and wasn't able to get off the ground. we all got off. There were tables with cold cuts and cakes and stuff. Ciara was there all of a sudden and wanted a treat but I couldn't find anything that wasn't ridiculously expensive. $8 for a brownie, stuff like that. The ladies selling the stuff were looking at me nastily.
Then there was a separate part where I was at the mall with Matthias and we went to a store in the place where earth traders used to be but it was like, a bath and body works? but there was nothing in it. it was going out of business i guess, and i realized this as i walked in. Amanda Corbett was there working and she was really surprised to see me there with him and I was all embarrassed to have her see me at all.",232,0.02000000000000001
2008-11-11,"i was driving a car but the seat was too far down and i was reaching way up to reach the steering wheel. i was like, peering out the side window trying to see ahead because i wasn't tall enough to see out of the windshield. i tried to adjust the seat to make it higher, but to no avail. inevitably, i got into an accident, the car rolling over several times. i remember that once it had happened, i mostly felt relief that it was over.",87,0.0992063492063492
2008-11-11,"i was at a party at somebody's house and there were TONS of people there. it was winter and 30 degrees out (i remember checking the temperature.) a lot of people were in the house and i was in there at first talking. renee bridle was there and she was wiping some sort of cream in my hair. matt tewey was there, too, and he was characteristically surly and smoking pot. he looked at me disapprovingly. i wandered from room to room. amanda was there, laying on the floor. the place was packed. i went outside. there were bonfires everywhere, like three or four of them with groups of people around each one, talking. there were two pools filled with people swimming (and yeah it was still really cold.) i got the sense that there were different groups, different choices. some were grouped around the fires, some around picnic tables, some in the pools, etc. i found ciara and chloe who were wearing each other's coats and i got them mixed up. i took them with me as i tried to decide on a group, a choice. i couldn't decide. people were roasting marshmallows now and it was getting dark, so i chose a table and sat at it but i was dissatisfied with it. i kept wondering if it would have been better if i had picked a different group. the people at the table were ugly and boring and i didn't want to stay there. i eventually got the sense though that my dissatisfaction/grass-is-greener mentality was bullshit, that no matter what choice i made, there would be pros and cons that i would deal with. i just had to make the damn choice.",285,-0.1096153846153846
2008-11-19,"Lindsay was having a party at her parents' house and she invited all these people from high school and stuff. The only one I remember explicitly is Mike Perkins. Anyway she didn't invite me! I had to go over there for some other reason though and it was really awkward and I felt awful and rejected. Everybody pretty much ignored me. Then when I was going to leave, I took what I thought was my cellphone but realized it was actually Lindsay's when it started blowing up with calls. I was like oh this isn't my phone. If it were my phone, nobody would be calling me. So I had to bring it back to her and get my phone. When I was leaving, her father was outside with like a big wooden crate (like the kind they have pumpkins and stuff in at the grocery store or whatever) and it was filled with like, Styrofoam halloween decorations that he got on sale and was going to give to people as gifts. They were sparkly.",175,-0.008214285714285714
2008-12-03,"I was playing Super Nintendo with Dimitri and Gregg. Then I went into a room that Dimitri had gone into, and all these girls scattered. He seemed happy to see me but I was upset for some reason and crying and grabbed a towel to wipe my face. I noticed that it smelled like vagina and asked him if it had ""gross stuff"" on it. He said yes. He had been like, giving the other girls head on the towel hahaha. I was really embarrassed in the dream, obviously.",89,0.15104166666666666
2009-03-22,"Anthony Hopkins was in a superhero suit, sitting at the table of the Last Supper with two unconscious women with their faces in bowls of soup.",26,0.0
2009-06-03,"last night, i dreamed that i was going to the movies with a bunch of friends. Before the movie started, we were all getting food, but it was like mcdonalds, not like a movie theater concession stand. i ordered a ""meal"" and then realized that i didn't need it because i already had a soda cup that got free refills (so i didn't need the drink that went with the meal). so i ordered a cheeseburger with no onions and a large fry. The girl working there seemed to know me. Some guy came up and started talking to me and asking what movie I was seeing (in the dream, I thought he was hitting on me). I told him I wasn't sure, but I thought my friends and I were seeing some movie that we'd seen already.... i can't remember what movie i said but as i was saying it, i realized that that couldn't be the one i was seeing, because it was already out on dvd.
I knew I was late, so I ran down the hallway. Chloe was with me, sort of, and we went past a lot of normal theater doors to get to our theater at the end. It looked like the wooden doors to a college lecture hall and there was a sign on the doors that said something like ""regular theater"". This was meant to distinguish it from the other theaters, which were presumably special in some way. Chloe and I went in. she promptly ran off and disappeared somewhere.
The lights were on all the way. there were seats all along the side of the room by the windows (yeah, there were windows.) It basically just looked like a college classroom. There were no seats in the middle. all my friends were, for the most part, crowded along the wall, uncomfortably close to one another. I wanted to sit next to Chris, but somebody was next to him, so I looked to the back of the room, which was significantly less crowded. in the very back was a couch, where evan and dimitri were sitting. they were sitting really close to one another but there was room on the other side of dimitri, so i sat down next to him and spread all my food out. (I lost my fries during the movie.)
the lights went down and the movie started i guess but i don't remember anything about the actual movie. in the dark, dimitri started getting cuddly. In my dream, I told myself it was because he knew Evan and I had ""broken up''. He had his head on my shoulder. He had long hair apparently and I noticed this when he took it out of a ponytail. It was bleach blonde. I touched it and it felt like straw. He shrugged his shoulders. After a while, I got up for some reason, and i saw that evan had curled up into a ball on the couch and was clearly really upset, i assumed it was because of me and dimitri. I talked to him, trying to coax him out of his funk.
I don't remember what happened because then all of a sudden we weren't watching a movie anymore, but were in some room that apparently belonged to big Keith. there was a full-length mirror in it, and I was confused about whether it was mine or his. somehow it ended up breaking and my friends and i vacuumed up the pieces. Then we left.
out in the parking lot, everyone's cars were crammed into what looked like large bookshelves. for some reason everyone had disappeared and i wasn't sure where they went, so i checked the car bookshelves to see if i recognized anybody's cars. I didn't at first, but eventually found Dimitri's red car, facing away from me, so I knew they were still there somewhere.
Keith called on the cellphone and started yelling at me for breaking the mirror. i asked him what had happened to my headphones for my ipod, and he told me that he had taken them as payment for all the things i'd broken. I was livid.
I still couldn't find my friends, and ended up wandering down the streets of one of these dream towns I have.... found my mom somehow and brought her to a pub that had a door leading to a spiral staircase. on the door, it said something about a vampire in the tower. I asked my mom if she'd ever seen the vampire and she said no. i was like, oh you have to see it, it's pretty cool. so we went in the door, climbed the staircase, and it led into a very small attic space. I was ahead of my mom and felt something brush against my leg, freaked out and climbed down.",810,0.005200066137566139
2009-06-13,"one of the cooks at work came in after being gone for a while and like, lay down on me and we hugged really intimately. Everybody was watching. It was really, really awkward and in it, the other waitresses were all disgusted that I would allow him to do that. Apparently he tried to with everyone.",56,-0.27175925925925926
2009-08-12,"we (Chris Daley and I) were hugging or something or he had his arm around me, basically being mushy like we are at parties and such, and then he like, stealthily tried to kiss me, like he tried to make it seem like he wasn't? just in case i rejected him? I turned my head because i didn't want to get involved in more boy craziness on top of all of the shit I've brought on myself recently... I remember thinking that I hoped he wasn't offended, and I wanted to tell him in the dream that it really didn't have to do with him, it was because I was already so embroiled in romantic drama and whatever. I couldn't tell him though because then he'd know I knew he had tried to kiss me. In the dream, I was very scared that he would stop being friends with me. :/",151,0.10555555555555556
2009-08-18,"some of my friends and I decided to go see a movie, and it was in this theater that has been in my dreams before but that I've never (to my knowledge) seen in real life. It has like, stadium seating but there aren't individual movie theater seats, there are like upholstered benches. In this dream in particular this theater was the New Paltz theater and as we walked in, I told Dimitri that I disliked that theater because of the seats. (He is the only person there I remember, though there were other friends there, maybe two or three others.)",101,0.025432900432900436
2009-08-25,"it involved the fair, and chris daley.... i was going to chris's house but it was in the city of poughkeepsie and heather gave me directions and while i was driving, i was thinking about how good her directions were. i was really satisfied with how she told me to get there. when i got there, i parked and then just totally switched gears and was going to a sort of community center that had activities for kids in it and i was like, checking them out to see if my kids would like it. i was impressed and was talking to some little kids there, telling them i would bring my kids one day. there were large slides in several of the rooms.
there was another part that i think had to do with the fair. chris and van mcgrogan and i were standing in a field and i think it was the fair but it was practically abandoned. van was showing us photos on his phone or camera... there was no animosity that i recall between the two, as there is in real life.",186,0.36889880952380955
2009-08-30,"my brother had a cable-access TV show that was supposed to be an adult version of Mr Roger's Neighborhood. He was wearing mirrored aviator glasses and had feathered 80s hair and was teaching the viewers how to shave themselves with a straight razor. He had a cut on his chin where he had presumably nicked himself before, and avoided that spot as he shaved. In the dream, my mom was watching the show with me and said ""It feels really good when he lathers your face up"".",87,0.3333333333333333
2009-09-03,"I went into work and whoever I was meant to work with wasn't there. It was just me. I don't even know if there was a cook there. no customers came, either. i hadn't dressed correctly.... we are supposed to wear all black, but i had either worn white pants or a white shirt, i forget which. no customers came for a couple hours, then one of our regulars, an older woman with curly brown hair, came in. She asked for something really weird and complicated, like for her drink she wanted a cafe mocha, which I guess in theory wouldn't be that hard to accomplish.... I could probably have just put chocolate syrup in coffee, but for some reason I was really confused and she started telling me in detail exactly what I had to do, how much coffee, how much milk, how much chocolate. then she wanted like, a greek salad and maybe a quesadilla or something? something else that people order a lot. then all these people started flooding in. tons of them. I couldn't keep up. I was freaking out, not sure how I'd get to everyone, then these asian women came in and I realized that Bob had hired them to run the diner. a few of them were cooks and went in and started frying shit. Then other waitresses started coming in, but they weren't people I knew. they were like, these really super skinny big-boobed blonde girls, really typical American beauty standards. I got the impression that Bob had hired them because he thought having really traditionally attractive women working there would increase business. I started worrying that he would fire me because I didn't look like that. I was still really confused, not sure which tables were mine and to top it off, the people I had been serving had changed tables several times. then i noticed that i hadn't even put in that woman's order yet, and had in fact not even gotten her drink. I went to make the cafe mocha but got confused and put chili in a bowl and then started adding coffee. Eventually she came over and was like, wtf are you doing? and wanted me to just give it to her the way it was and I refused. i was like, well i'll get it to you in a minute, and started trying to pour it in a coffee cup, then added some whipped cream. brought her her drink, and she was sitting there talking to what i assumed was a friend she had randomly run into, a 20-something asian woman who was coloring in a coloring book as they talked.
i went to put her order in, and how we did it was that there were like, rows of slick-looking computers on long desks, like we were in a college computer lab. They were touch-screen, like we really do have at work, but the options on the screen looked like they had been hand-written. I struggled with the new interface, trying to figure out where things were located. I also had trouble reading my own handwriting, and there was something I had written on the bottom of my pad that I couldn't read. I decided to just put in what I had and whatever I forgot, she'd remind me of when I brought the food.",560,-0.042045454545454546
2009-09-14,"Mike Perkins was having a barbeque in some park. i got there early and all of the other people who were there already had driven in red pickup trucks in various states of disarray. I went into some sort of pavilion and Mike had set up the grill and had a big cooler full of meat that various people had brought. ""I have turkey burgers and turkey dogs"" I said and threw them in the cooler. but the ""turkey dogs"" looked more like pepperoni so i told him that, and mike said ""ooh! I'd like to try those later!""
Thomm quackenbush was involved in this dream somehow. He had really really long scraggly hair and somebody had recognized him in a photo or something.",124,0.09
2009-09-15,"I was back in high school and we went on a field trip to disney world. there was some guy there that Lindsay was interested in but who had rebuffed her advances. We were about to leave for home but I wanted to get food before we left, so I went to a pizza place and Rich Contini was working there. We were bullshitting a bit and I ordered two pieces of pepperoni pizza. There was a little asian girl working with him and she was giving me a hard time. i had a considerable amount of difficulty figuring out how to give her the right amount of money, and then left without my pizza and went back to rejoin the group.
We were all sitting on a dock watching boats go by. Apparently the boats were rides. Pirates of the Caribbean went by and then another boat that looked like a pirate ship but was actually a ride for something that had nothing to do with pirates. it was based on a movie but I forgot which movie. anyway i was showing people photos from my camera and they were being projected on a screen somehow and as i showed them the pictures, i realized that they were videos. I remember thinking that it was pretty cool that I had taken these old pictures in video format. one was apparently from a trip to the zoo that I went on with Lindsay and in it, a monkey had a pizza and it was stolen by an elephant. I recounted the event to the group. Everyone was laughing. Then I found another ""picture"" but that one was boring. i flipped to the next one ""if it doesn't have monkeys with pizzas in it, i'm not interested!"" I said. The guy Lindsay was interested in was sitting next to me and hitting on me and I was really getting uncomfortable. Then I saw Crystal Niet walking across the water and I was like, holy shit she's jesus! And then I saw that she was walking on a section of the pier that was partially underwater. The guy was still hitting on me (his name was 'jon jon' apparently) and he even tried to kiss me, but I stopped him. When we got up, I said something about his advances and that I wasn't comfortable with him hitting on me since my friend was interested in him. He denied trying to kiss me.
Then we all got on a train to go back. I was walking back and back and back into the train and then realized that I had forgotten a bag in Disney World somewhere. I searched frantically for it and then when I couldn't find it, started freaking out because my ipod and camera were in the bag.
Then I was back at my parents' house talking to my mom freaking out over the lost bag. my mom was like, you know it's no big deal! it's just stuff! I was ripping up papers and I smashed a glass candle holder. ""at least your friends got back safe.."" she said. ""I don't give a shit about them!"" I yelled. ""I'd let them all die if it meant I could have my camera and ipod back! I've lost EVERYTHING!!!!' My mom tsk tsked at me, and that's when I woke up.",561,0.012745181405895697
2009-09-15,"i went to this massive museum. the inside was really pristine and white, and there were giant staircases leading to different floors. the main part was very open, but there were hallways and stuff coming off of it. i got the feeling that it wasn't just used as a museum. part of it had shops in it and part had classrooms (for arlington students i guess?)
Anyway, a big group of us went to the museum. There were like 20 people, but the only ones I remember specifically are Mike Perkins, Keith Travis, Robbie Bear and Chris. We ended up getting separated almost immediately and I wandered the museum alone, eventually stumbling upon some sort of water exhibit. you would walk through a maze-like set of partitions and water squirted from different types of nozzles and there was some sort of explanation posted on plaques on the walls. I was walking through it and I came upon what looked like a dead body laying under one of the partitions, just the foot sticking out. The plaque above it detailed some sort of water-related death, and I guess it was supposed to just be a mannequin but somehow I realized that it was an actual person, and I thought they had died in the exhibit. I ran out and, after getting lost in some OTHER exhibit that involved monkeys in little cars. I found a girl that worked at the museum. I breathlessly told her that I had found a dead body in the water exhibit. ""oh,"" she laughed. ""that's just robbie bear! he volunteered to be the body in the exhibit!"" i went back and sure enough, it was robbie bear. i marveled that both the girl and i knew robbie bear, but she didn't seem to care.
Robbie Bear and I set off to find the other members of our group, but he ran really fast ahead of me and I got left behind. Part of my search involved SLIDING down these massive stairs because if I tried to walk, I would fall. FINALLY i came across mike, keith travis and a couple really ugly guys. i ran up and hugged Mike gratefully (and he didn't grumble at me!) and was like omg thank god i found you! i was all alone and robbie bear ran away from me and...andd....!!! and mike was like, it's ok we're leaving now. I asked where Chris was and Mike misunderstood me and thought I was asking where Chris was going after the museum, and he said that he was going to be ""in a hot tub up the road"" with his parents and two girls. He said that both he (mike) and I were invited and I should come. I fretted about how I would look in my bathing suit and we all left.",472,0.02573784722222222
2009-09-15,"i was watching some video of some get-together that took place in a big concert hall type dealy and there was some band playing, and all the people in the audience were like, naked and fucking on the floor and covered in blood, and people were like, attacking each other and killing each other.... and in my dream i was like, really disgusted and thinking that that concert was waaaaaay more hardcore than i was comfortable with, that it resembled some sort of medieval depiction of hell, but that dimitri would probably be interested to see it.",97,-0.07
2009-09-24,"i was having some sort of house party and my parents convinced me to have it in this two-story old house that keith owned apparently, like he had bought it and hadn't had a chance to fix it up yet but was planning on renting it out to people eventually. so i invited a bunch of friends and apparently somebody put a general invite up on fb coz like, hundreds of people i didn't know came. i hadn't been drinking but felt drunk, and i was looking for people i knew. mike and sten were around... then i found chris and he was with biz schaeffer and i was like, hey come with me. so i took him away and idk i guess we were wandering around and i showed him the house and stuff and then he started running around in circles in the yard around and around the house and i was like wtf are you doing? so i convinced him to stop and keith travis was there... and some girl, dammit i forget who. someone from high school. and she had been trying to lay on somebody's arm but thought it was too bony? so she lay down with her head on his arm or leg or something and chris and i lay down on the ground too and we were all talking. then i decided to text Lindsay and tell her that she should come to see some movie with me the next day (apparently coming from portland for one day isn't a big deal ;P) i couldn't manage to text her though, couldn't figure out how to spell the words out. i eventually gave up. i got up and walked around and found dimitri on the porch, and he didn't really look like himself. i didn't recognize him at first. he and i were chatting and i told him i wanted to see ""that movie"" tomorrow and he was like ""what movie?"" and i said ""NOT cloudy with a chance of meatballs!"" then we saw some art on the walls... it was all golden and shiny and i guessed that keith had bought it to decorate the house. i asked dimitri who else was there that we knew and he said kat and david, and that they had come with mike and sten. i was like...huh... i saw mike and sten much earlier and i didn't see kat and david!
eventually keith came there and was pissed about something but i think he calmed down. then he wanted dimitri to talk to the kids or something? so i went through the house calling his name and finally found him and then he, keith and i were walking to find the kids and dimitri was making all these smart-ass comments at keith's expense and i was all like, dimitri, you're so awesome! lol.",477,0.08029166666666668
2009-09-28,"i was playing some sort of supermarket sweep-esque game in which you had to go to different areas of the store on a bike and find things that started with certain letters of the alphabet and put them in a basket. gregg was there, apparently playing with feli (from work). this was weird because the teams were supposed to consist of an adult and a preschooler, apparently. i think feli was the preschooler (despite the fact that she's a grown woman).",81,-0.06938775510204082
2009-10-07,I was married to Dexter Morgan.,6,0.25
2009-10-10,"i went somewhere with some friends and then we were all going to a water park or something, some big place where you could swim and there were like, waterfalls but it seemed at least partially man-made. when we got there, i saw that chris was there already, and i was surprised because i hadn't known he was coming out. i remember thinking that it was cool that i hadn't been expecting him, and then he showed up and it was a nice surprise.
i went up to talk to him, and somehow we ended up kissing. and i was thinking, in the dream, that i was glad i'd given him the space and not kept harassing him, because it was paying off now and he felt safe to come to me etc etc.
then it gets hazy. we went to some treehouse that was presumably owned by my mom and there were four bedrooms, two of which were really rickety and one like, completely fell out of the tree while we were standing in the living room and i was like, damn i'm glad we weren't going to use that bedroom. that's really all i remember.",197,0.22083333333333335
2009-10-16,"i was at some sort of outdoor venue with a bunch of friends and we were hanging out... then they all disappeared and i was like, chill at first and then started to wonder where they all went. i went looking for them and realized somebody new had come and they had all gone to wherever this new person preferred to be. sten was sitting there smoking (i mention this not because it was particularly relevant but because i remember her position clearly whereas everyone else is kind of fuzzy.) then we all went to some sort of museum, i think a modern art museum or something. we all lined up to get tickets but they ran out before i got to the window. everyone went on in without me, seemingly totally unconcerned. there was some sense that i had stalled in some way before and it was my fault that i didn't get in in time. you couldn't go in to see the exhibits without going through this guided tour for which you needed a ticket. i was really upset that i had been separated from everyone and sat down on a stair to pretend to text message so i wouldn't look like a total loser. then i got a text from somebody (i didn't know who) saying that there was a play going on in the lobby for those who hadn't been able to make the tour. i looked around and a group was forming on the floor to watch this play, which was put on by bard-esque art/theater students and which looked to be majorly pretentious. i picked out kat and david in the audience and surmised that she had been the one to text me. i was unsure about going over and sitting with them for some reason, hung back on the steps and watched the play, which sucked.",313,0.14765512265512265
2009-10-22,a masked Zachariah Smith threw black scooby doo pajamas at me.,11,-0.16666666666666666
